geotype,geoid,geoname,gwvoteimp,priority
county,29029,"Camden County, Missouri",43.21,42.40
county,29031,"Cape Girardeau County, Missouri",47.94,46.30
county,29033,"Carroll County, Missouri",49.39,44.47
county,29035,"Carter County, Missouri",44.84,41.78
county,29037,"Cass County, Missouri",44.95,43.89
county,29039,"Cedar County, Missouri",42.13,39.29
county,29041,"Chariton County, Missouri",50.69,34.45
county,29043,"Christian County, Missouri",45.29,40.33
county,29045,"Clark County, Missouri",40.57,37.87
county,29047,"Clay County, Missouri",53.94,49.84
county,29049,"Clinton County, Missouri",45.24,41.34
county,29051,"Cole County, Missouri",44.58,44.66
county,29053,"Cooper County, Missouri",46.37,43.63
county,29055,"Crawford County, Missouri",42.40,39.50
county,29057,"Dade County, Missouri",48.73,41.81
county,29059,"Dallas County, Missouri",46.21,42.36
county,29061,"Daviess County, Missouri",46.44,42.03
county,29063,"Dekalb County, Missouri",44.99,41.79
county,29065,"Dent County, Missouri",38.81,36.63
county,29067,"Douglas County, Missouri",40.70,37.44
county,29069,"Dunklin County, Missouri",46.04,42.75
county,29071,"Franklin County, Missouri",46.00,39.75
county,29073,"Gasconade County, Missouri",39.31,36.56
county,29075,"Gentry County, Missouri",46.63,42.84
county,29077,"Greene County, Missouri",49.59,49.73
county,29079,"Grundy County, Missouri",41.59,37.83
county,29081,"Harrison County, Missouri",40.88,37.15
county,29083,"Henry County, Missouri",49.47,38.22
county,29085,"Hickory County, Missouri",42.28,41.56
county,29087,"Holt County, Missouri",47.59,41.88
county,29089,"Howard County, Missouri",46.95,43.51
county,29091,"Howell County, Missouri",40.92,38.76
county,29093,"Iron County, Missouri",41.50,38.87
county,29095,"Jackson County, Missouri",55.28,56.58
county,29097,"Jasper County, Missouri",47.42,40.76
county,29099,"Jefferson County, Missouri",47.85,45.13
county,29101,"Johnson County, Missouri",44.85,40.58
county,29103,"Knox County, Missouri",46.23,42.14
county,29105,"Laclede County, Missouri",40.75,38.25
county,29107,"Lafayette County, Missouri",41.65,39.12
county,29109,"Lawrence County, Missouri",46.38,43.43
county,29111,"Lewis County, Missouri",41.99,38.81
county,29113,"Lincoln County, Missouri",41.24,40.99
county,29115,"Linn County, Missouri",40.53,38.17
county,29117,"Livingston County, Missouri",45.74,43.26
county,29119,"McDonald County, Missouri",44.18,42.21
county,29121,"Macon County, Missouri",43.94,36.80
county,29123,"Madison County, Missouri",40.79,37.38
county,29125,"Maries County, Missouri",42.90,39.49
county,29127,"Marion County, Missouri",45.98,41.66
county,29129,"Mercer County, Missouri",44.16,40.03
county,29131,"Miller County, Missouri",40.64,37.01
county,29133,"Mississippi County, Missouri",42.69,42.32
county,29135,"Moniteau County, Missouri",42.59,40.38
county,29137,"Monroe County, Missouri",41.57,38.28
county,29139,"Montgomery County, Missouri",45.66,41.93
county,29141,"Morgan County, Missouri",51.51,46.64
county,29143,"New Madrid County, Missouri",55.87,37.23
county,29145,"Newton County, Missouri",42.61,38.39
county,29147,"Nodaway County, Missouri",47.25,43.22
county,29149,"Oregon County, Missouri",43.27,40.57
county,29151,"Osage County, Missouri",43.81,37.66
county,29153,"Ozark County, Missouri",44.57,40.91
county,29155,"Pemiscot County, Missouri",42.10,41.30
county,29157,"Perry County, Missouri",39.95,37.17
county,29159,"Pettis County, Missouri",44.06,41.07
county,29161,"Phelps County, Missouri",45.16,39.64
county,29163,"Pike County, Missouri",39.97,37.75
county,29165,"Platte County, Missouri",55.92,51.58
county,29167,"Polk County, Missouri",46.59,42.56
county,29169,"Pulaski County, Missouri",48.55,46.05
county,29171,"Putnam County, Missouri",41.91,37.47
county,29173,"Ralls County, Missouri",41.07,38.09
county,29175,"Randolph County, Missouri",49.24,36.57
county,29177,"Ray County, Missouri",43.13,38.67
county,29179,"Reynolds County, Missouri",46.20,42.44
county,29181,"Ripley County, Missouri",42.04,40.07
county,29183,"St. Charles County, Missouri",48.10,40.61
county,29185,"St. Clair County, Missouri",41.95,39.26
county,29186,"Ste. Genevieve County, Missouri",44.81,36.59
county,29187,"St. Francois County, Missouri",43.82,41.22
county,29189,"St. Louis County, Missouri",57.11,58.63
county,29195,"Saline County, Missouri",44.62,42.14
county,29197,"Schuyler County, Missouri",42.00,38.57
county,29199,"Scotland County, Missouri",39.28,36.40
county,29201,"Scott County, Missouri",41.33,38.57
county,29203,"Shannon County, Missouri",46.97,43.37
county,29205,"Shelby County, Missouri",40.22,37.59
county,29207,"Stoddard County, Missouri",41.84,38.14
county,29209,"Stone County, Missouri",42.06,38.84
county,29211,"Sullivan County, Missouri",47.86,44.93
county,29213,"Taney County, Missouri",51.10,46.19
county,29215,"Texas County, Missouri",43.01,39.04
county,29217,"Vernon County, Missouri",42.05,39.70
county,29219,"Warren County, Missouri",43.63,41.55
county,29221,"Washington County, Missouri",40.10,37.59
county,29223,"Wayne County, Missouri",43.74,40.64
county,29225,"Webster County, Missouri",41.86,39.85
county,29227,"Worth County, Missouri",41.92,38.98
county,29229,"Wright County, Missouri",38.77,35.96
county,29510,"St. Louis City, Missouri",59.95,65.57
county,30001,"Beaverhead County, Montana",46.61,41.68
county,30003,"Big Horn County, Montana",55.69,48.00
county,30005,"Blaine County, Montana",53.19,51.34
county,30007,"Broadwater County, Montana",43.75,38.01
county,30009,"Carbon County, Montana",50.34,45.47
county,30011,"Carter County, Montana",48.17,39.97
county,30013,"Cascade County, Montana",46.68,39.98
county,30015,"Chouteau County, Montana",49.56,45.48
county,30017,"Custer County, Montana",49.65,43.49
county,30019,"Daniels County, Montana",48.20,39.01
county,30021,"Dawson County, Montana",42.32,35.74
county,30023,"Deer Lodge County, Montana",51.80,48.14
county,30025,"Fallon County, Montana",40.62,33.74
county,30027,"Fergus County, Montana",49.93,43.35
county,30029,"Flathead County, Montana",48.31,43.93
county,30031,"Gallatin County, Montana",52.77,51.67
county,30033,"Garfield County, Montana",48.02,38.95
county,30035,"Glacier County, Montana",53.52,53.23
county,30037,"Golden Valley County, Montana",49.68,42.38
county,30039,"Granite County, Montana",50.36,44.84
county,30041,"Hill County, Montana",54.76,49.34
county,30043,"Jefferson County, Montana",50.48,43.89
county,30045,"Judith Basin County, Montana",50.00,42.61
county,30047,"Lake County, Montana",57.79,53.20
county,30049,"Lewis And Clark County, Montana",52.76,48.38
county,30051,"Liberty County, Montana",50.06,44.04
county,30053,"Lincoln County, Montana",48.71,42.99
county,30055,"McCone County, Montana",48.53,39.49
county,30057,"Madison County, Montana",53.74,48.41
county,30059,"Meagher County, Montana",47.55,40.60
county,30061,"Mineral County, Montana",53.30,46.29
county,30063,"Missoula County, Montana",59.14,55.74
county,30065,"Musselshell County, Montana",45.08,38.48
county,30067,"Park County, Montana",52.28,48.87
county,30069,"Petroleum County, Montana",55.69,45.84
county,30071,"Phillips County, Montana",49.58,42.49
county,30073,"Pondera County, Montana",49.84,44.04
county,30075,"Powder River County, Montana",49.68,41.81
county,30077,"Powell County, Montana",45.13,39.38
county,30079,"Prairie County, Montana",49.38,42.77
county,30081,"Ravalli County, Montana",46.90,42.65
county,30083,"Richland County, Montana",44.56,35.98
county,30085,"Roosevelt County, Montana",47.47,45.79
county,30087,"Rosebud County, Montana",54.69,35.23
county,30089,"Sanders County, Montana",50.24,45.02
county,30091,"Sheridan County, Montana",46.97,41.88
county,30093,"Silver Bow County, Montana",48.74,47.45
county,30095,"Stillwater County, Montana",49.97,43.55
county,30097,"Sweet Grass County, Montana",45.34,40.16
county,30099,"Teton County, Montana",49.22,42.69
county,30101,"Toole County, Montana",44.62,39.03
county,30103,"Treasure County, Montana",45.63,39.00
county,30105,"Valley County, Montana",49.57,41.87
county,30107,"Wheatland County, Montana",49.56,42.36
county,30109,"Wibaux County, Montana",40.82,35.05
county,30111,"Yellowstone County, Montana",48.79,42.04
county,31001,"Adams County, Nebraska",43.74,38.22
county,31003,"Antelope County, Nebraska",44.01,37.93
county,31005,"Arthur County, Nebraska",47.09,40.56
county,31007,"Banner County, Nebraska",48.87,41.80
county,31009,"Blaine County, Nebraska",47.97,42.02
county,31011,"Boone County, Nebraska",43.50,38.59
county,31013,"Box Butte County, Nebraska",43.67,39.92
county,31015,"Boyd County, Nebraska",43.61,37.71
county,31017,"Brown County, Nebraska",41.43,36.52
county,31019,"Buffalo County, Nebraska",42.78,41.87
county,31021,"Burt County, Nebraska",44.15,40.26
county,31023,"Butler County, Nebraska",44.10,38.29
county,31025,"Cass County, Nebraska",47.81,42.33
county,31027,"Cedar County, Nebraska",41.97,35.90
county,31029,"Chase County, Nebraska",44.89,40.51
county,31031,"Cherry County, Nebraska",54.01,46.67
county,31033,"Cheyenne County, Nebraska",42.63,38.22
county,31035,"Clay County, Nebraska",42.40,38.33
county,31037,"Colfax County, Nebraska",46.53,45.41
county,31039,"Cuming County, Nebraska",40.27,35.87
county,31041,"Custer County, Nebraska",41.81,36.94
county,31043,"Dakota County, Nebraska",51.26,44.57
county,31045,"Dawes County, Nebraska",50.87,45.89
county,31047,"Dawson County, Nebraska",49.11,47.07
county,31049,"Deuel County, Nebraska",43.99,39.14
county,31051,"Dixon County, Nebraska",44.58,40.54
county,31053,"Dodge County, Nebraska",45.39,42.81
county,31055,"Douglas County, Nebraska",51.25,50.62
county,31057,"Dundy County, Nebraska",41.09,35.64
county,31059,"Fillmore County, Nebraska",42.65,38.21
county,31061,"Franklin County, Nebraska",43.94,39.51
county,31063,"Frontier County, Nebraska",41.75,36.43
county,31065,"Furnas County, Nebraska",45.22,39.97
county,31067,"Gage County, Nebraska",43.52,39.27
county,31069,"Garden County, Nebraska",45.94,40.64
county,31071,"Garfield County, Nebraska",41.54,36.30
county,31073,"Gosper County, Nebraska",47.66,41.42
county,31075,"Grant County, Nebraska",45.39,38.08
county,31077,"Greeley County, Nebraska",43.62,39.13
county,31079,"Hall County, Nebraska",45.28,43.13
county,31081,"Hamilton County, Nebraska",44.93,38.42
county,31083,"Harlan County, Nebraska",46.08,40.38
county,31085,"Hayes County, Nebraska",44.44,38.25
county,31087,"Hitchcock County, Nebraska",44.56,38.60
county,31089,"Holt County, Nebraska",42.02,36.82
county,31091,"Hooker County, Nebraska",48.69,42.44
county,31093,"Howard County, Nebraska",42.00,37.52
county,31095,"Jefferson County, Nebraska",43.58,39.79
county,31097,"Johnson County, Nebraska",44.84,42.50
county,31099,"Kearney County, Nebraska",43.03,37.31
county,31101,"Keith County, Nebraska",42.65,37.34
county,31103,"Keya Paha County, Nebraska",55.00,46.60
county,31105,"Kimball County, Nebraska",46.48,40.83
county,31107,"Knox County, Nebraska",45.08,40.26
county,31109,"Lancaster County, Nebraska",47.86,48.61
county,31111,"Lincoln County, Nebraska",52.41,31.65
county,31113,"Logan County, Nebraska",45.64,39.36
county,31115,"Loup County, Nebraska",43.98,40.20
county,31117,"McPherson County, Nebraska",47.29,39.83
county,31119,"Madison County, Nebraska",46.66,40.34
county,31121,"Merrick County, Nebraska",41.32,37.01
county,31123,"Morrill County, Nebraska",43.52,39.12
county,31125,"Nance County, Nebraska",44.42,39.74
county,31127,"Nemaha County, Nebraska",48.16,42.74
county,31129,"Nuckolls County, Nebraska",44.15,39.54
county,31131,"Otoe County, Nebraska",49.46,39.78
county,31133,"Pawnee County, Nebraska",48.46,43.85
county,31135,"Perkins County, Nebraska",43.56,37.66
county,31137,"Phelps County, Nebraska",41.05,36.95
county,31139,"Pierce County, Nebraska",41.29,34.79
county,31141,"Platte County, Nebraska",46.25,41.46
county,31143,"Polk County, Nebraska",43.58,38.56
county,31145,"Red Willow County, Nebraska",38.94,35.16
county,31147,"Richardson County, Nebraska",43.76,40.13
county,31149,"Rock County, Nebraska",42.14,36.67
county,31151,"Saline County, Nebraska",46.08,44.48
county,31153,"Sarpy County, Nebraska",45.12,39.92
county,31155,"Saunders County, Nebraska",46.98,40.94
county,31157,"Scotts Bluff County, Nebraska",46.12,45.56
county,31159,"Seward County, Nebraska",42.48,38.42
county,31161,"Sheridan County, Nebraska",50.90,44.35
county,31163,"Sherman County, Nebraska",40.89,37.31
county,31165,"Sioux County, Nebraska",45.71,38.54
county,31167,"Stanton County, Nebraska",41.88,36.62
county,31169,"Thayer County, Nebraska",40.63,37.60
county,31171,"Thomas County, Nebraska",47.64,41.75
county,31173,"Thurston County, Nebraska",54.92,44.20
county,31175,"Valley County, Nebraska",44.41,39.26
county,31177,"Washington County, Nebraska",45.59,38.38
county,31179,"Wayne County, Nebraska",46.15,40.83
county,31181,"Webster County, Nebraska",41.36,37.04
county,31183,"Wheeler County, Nebraska",47.02,40.43
county,31185,"York County, Nebraska",42.25,37.85
county,32001,"Churchill County, Nevada",44.01,39.83
county,32003,"Clark County, Nevada",53.05,56.96
county,32005,"Douglas County, Nevada",48.86,46.04
county,32007,"Elko County, Nevada",49.52,45.79
county,32009,"Esmeralda County, Nevada",50.45,45.33
county,32011,"Eureka County, Nevada",58.85,35.39
county,32013,"Humboldt County, Nevada",60.09,42.50
county,32015,"Lander County, Nevada",50.69,42.87
county,32017,"Lincoln County, Nevada",49.13,41.94
county,32019,"Lyon County, Nevada",45.71,42.88
county,32021,"Mineral County, Nevada",46.84,44.64
county,32023,"Nye County, Nevada",45.36,41.24
county,32027,"Pershing County, Nevada",49.66,45.44
county,32029,"Storey County, Nevada",54.15,39.53
county,32031,"Washoe County, Nevada",60.14,56.31
county,32033,"White Pine County, Nevada",48.44,43.63
county,32510,"Carson City, Nevada",51.25,49.71
county,33001,"Belknap County, New Hampshire",56.96,50.17
county,33003,"Carroll County, New Hampshire",55.76,54.89
county,33005,"Cheshire County, New Hampshire",55.54,56.63
county,33007,"Coos County, New Hampshire",55.90,53.80
county,33009,"Grafton County, New Hampshire",60.07,60.84
county,33011,"Hillsborough County, New Hampshire",60.71,56.59
county,33013,"Merrimack County, New Hampshire",56.96,56.38
county,33015,"Rockingham County, New Hampshire",56.27,56.01
county,33017,"Strafford County, New Hampshire",55.61,56.24
county,33019,"Sullivan County, New Hampshire",54.72,51.86
county,34001,"Atlantic County, New Jersey",58.08,59.18
county,34003,"Bergen County, New Jersey",62.25,64.50
county,34005,"Burlington County, New Jersey",60.33,61.03
county,34007,"Camden County, New Jersey",63.47,64.32
county,34009,"Cape May County, New Jersey",53.68,53.17
county,34011,"Cumberland County, New Jersey",59.29,59.42
county,34013,"Essex County, New Jersey",70.37,66.46
county,34015,"Gloucester County, New Jersey",60.01,54.99
county,34017,"Hudson County, New Jersey",72.80,64.91
county,34019,"Hunterdon County, New Jersey",59.85,52.00
county,34021,"Mercer County, New Jersey",65.98,69.13
county,34023,"Middlesex County, New Jersey",61.36,61.35
county,34025,"Monmouth County, New Jersey",63.84,55.03
county,34027,"Morris County, New Jersey",57.15,56.22
county,34029,"Ocean County, New Jersey",58.27,49.01
county,34031,"Passaic County, New Jersey",61.17,61.18
county,34033,"Salem County, New Jersey",59.93,55.59
county,34035,"Somerset County, New Jersey",62.71,62.39
county,34037,"Sussex County, New Jersey",54.78,50.16
county,34039,"Union County, New Jersey",65.28,63.15
county,34041,"Warren County, New Jersey",60.51,52.62
county,35001,"Bernalillo County, New Mexico",59.31,58.38
county,35003,"Catron County, New Mexico",50.57,45.97
county,35005,"Chaves County, New Mexico",51.36,47.66
county,35006,"Cibola County, New Mexico",52.52,53.57
county,35007,"Colfax County, New Mexico",52.06,51.69
county,35009,"Curry County, New Mexico",47.91,45.23
county,35011,"De Baca County, New Mexico",43.17,42.99
county,35013,"Doña Ana County, New Mexico",56.60,57.37
county,35015,"Eddy County, New Mexico",45.48,43.45
county,35017,"Grant County, New Mexico",55.88,56.18
county,35019,"Guadalupe County, New Mexico",51.48,56.17
county,35021,"Harding County, New Mexico",55.97,55.60
county,35023,"Hidalgo County, New Mexico",49.89,49.86
county,35025,"Lea County, New Mexico",50.78,47.07
county,35027,"Lincoln County, New Mexico",48.58,45.80
county,35028,"Los Alamos County, New Mexico",51.43,51.90
county,35029,"Luna County, New Mexico",53.36,51.81
county,35031,"McKinley County, New Mexico",52.33,53.35
county,35033,"Mora County, New Mexico",61.80,65.36
county,35035,"Otero County, New Mexico",44.78,43.87
county,35037,"Quay County, New Mexico",45.79,45.05
county,35039,"Rio Arriba County, New Mexico",56.81,60.57
county,35041,"Roosevelt County, New Mexico",48.02,44.60
county,35043,"Sandoval County, New Mexico",60.11,56.83
county,35045,"San Juan County, New Mexico",58.00,40.62
county,35047,"San Miguel County, New Mexico",59.36,61.83
county,35049,"Santa Fe County, New Mexico",63.45,64.54
county,35051,"Sierra County, New Mexico",52.77,50.77
county,35053,"Socorro County, New Mexico",62.83,59.45
county,35055,"Taos County, New Mexico",60.64,63.28
county,35057,"Torrance County, New Mexico",50.59,48.84
county,35059,"Union County, New Mexico",45.63,43.42
county,35061,"Valencia County, New Mexico",52.01,54.93
county,36001,"Albany County, New York",66.66,62.01
county,36003,"Allegany County, New York",49.08,42.68
county,36005,"Bronx County, New York",71.76,71.28
county,36007,"Broome County, New York",56.86,51.23
county,36009,"Cattaraugus County, New York",54.49,48.36
county,36011,"Cayuga County, New York",53.24,52.04
county,36013,"Chautauqua County, New York",54.81,51.85
county,36015,"Chemung County, New York",53.67,52.10
county,36017,"Chenango County, New York",52.70,46.32
county,36019,"Clinton County, New York",57.54,50.00
county,36021,"Columbia County, New York",64.31,59.86
county,36023,"Cortland County, New York",56.40,50.52
county,36025,"Delaware County, New York",58.05,52.57
county,36027,"Dutchess County, New York",62.64,57.45
county,36029,"Erie County, New York",62.43,58.42
county,36031,"Essex County, New York",56.17,51.93
county,36033,"Franklin County, New York",55.95,52.09
county,36035,"Fulton County, New York",50.76,45.12
county,36037,"Genesee County, New York",51.84,46.76
county,36039,"Greene County, New York",61.00,55.39
county,36041,"Hamilton County, New York",53.27,48.33
county,36043,"Herkimer County, New York",56.95,49.42
county,36045,"Jefferson County, New York",53.17,47.97
county,36047,"Kings County, New York",60.83,63.68
county,36049,"Lewis County, New York",52.13,45.95
county,36051,"Livingston County, New York",54.77,48.43
county,36053,"Madison County, New York",49.85,48.04
county,36055,"Monroe County, New York",51.93,55.78
county,36057,"Montgomery County, New York",55.48,51.60
county,36059,"Nassau County, New York",68.24,55.51
county,36061,"New York County, New York",72.29,74.80
county,36063,"Niagara County, New York",52.72,48.84
county,36065,"Oneida County, New York",53.88,47.82
county,36067,"Onondaga County, New York",56.18,53.54
county,36069,"Ontario County, New York",58.09,55.84
county,36071,"Orange County, New York",60.92,57.65
county,36073,"Orleans County, New York",51.67,45.76
county,36075,"Oswego County, New York",51.68,48.28
county,36077,"Otsego County, New York",56.03,51.06
county,36079,"Putnam County, New York",59.67,57.60
county,36081,"Queens County, New York",69.62,68.48
county,36083,"Rensselaer County, New York",60.57,56.95
county,36085,"Richmond County, New York",62.38,60.95
county,36087,"Rockland County, New York",61.37,57.40
county,36089,"St. Lawrence County, New York",54.12,48.30
county,36091,"Saratoga County, New York",58.55,54.09
county,36093,"Schenectady County, New York",58.55,57.74
county,36095,"Schoharie County, New York",56.04,51.94
county,36097,"Schuyler County, New York",58.84,52.74
county,36099,"Seneca County, New York",54.89,52.70
county,36101,"Steuben County, New York",48.00,48.32
county,36103,"Suffolk County, New York",56.06,64.19
county,36105,"Sullivan County, New York",54.78,52.88
county,36107,"Tioga County, New York",52.79,49.46
county,36109,"Tompkins County, New York",69.69,64.84
county,36111,"Ulster County, New York",60.77,58.20
county,36113,"Warren County, New York",55.75,53.77
county,36115,"Washington County, New York",56.00,52.51
county,36117,"Wayne County, New York",54.58,47.79
county,36119,"Westchester County, New York",64.72,61.65
county,36121,"Wyoming County, New York",48.77,43.89
county,36123,"Yates County, New York",57.51,50.47
county,37001,"Alamance County, North Carolina",51.86,54.11
county,37003,"Alexander County, North Carolina",43.82,40.27
county,37005,"Alleghany County, North Carolina",47.11,44.60
county,37007,"Anson County, North Carolina",55.18,57.58
county,37009,"Ashe County, North Carolina",49.75,45.20
county,37011,"Avery County, North Carolina",46.60,43.22
county,37013,"Beaufort County, North Carolina",47.22,48.32
county,37015,"Bertie County, North Carolina",54.35,60.54
county,37017,"Bladen County, North Carolina",48.31,50.60
county,37019,"Brunswick County, North Carolina",50.54,52.06
county,37021,"Buncombe County, North Carolina",60.97,61.61
county,37023,"Burke County, North Carolina",46.56,44.00
county,37025,"Cabarrus County, North Carolina",51.16,51.79
county,37027,"Caldwell County, North Carolina",48.29,44.84
county,37029,"Camden County, North Carolina",46.68,43.83
county,37031,"Carteret County, North Carolina",51.58,50.54
county,37033,"Caswell County, North Carolina",47.93,49.06
county,37035,"Catawba County, North Carolina",51.76,47.61
county,37037,"Chatham County, North Carolina",61.25,61.44
county,37039,"Cherokee County, North Carolina",46.94,43.27
county,37041,"Chowan County, North Carolina",47.05,49.79
county,37043,"Clay County, North Carolina",46.26,43.31
county,37045,"Cleveland County, North Carolina",49.21,47.60
county,37047,"Columbus County, North Carolina",50.70,51.36
county,37049,"Craven County, North Carolina",51.54,48.59
county,37051,"Cumberland County, North Carolina",53.94,57.55
county,37053,"Currituck County, North Carolina",47.59,44.93
county,37055,"Dare County, North Carolina",54.92,50.81
county,37057,"Davidson County, North Carolina",45.85,43.02
county,37059,"Davie County, North Carolina",45.05,43.27
county,37061,"Duplin County, North Carolina",47.94,49.19
county,37063,"Durham County, North Carolina",62.64,68.99
county,37065,"Edgecombe County, North Carolina",54.93,60.03
county,37067,"Forsyth County, North Carolina",57.30,56.18
county,37069,"Franklin County, North Carolina",52.53,52.12
county,37071,"Gaston County, North Carolina",49.12,45.93
county,37073,"Gates County, North Carolina",45.33,47.18
county,37075,"Graham County, North Carolina",44.67,41.10
county,37077,"Granville County, North Carolina",52.19,53.94
county,37079,"Greene County, North Carolina",46.69,49.51
county,37081,"Guilford County, North Carolina",60.58,62.43
county,37083,"Halifax County, North Carolina",54.15,59.62
county,37085,"Harnett County, North Carolina",47.46,51.05
county,37087,"Haywood County, North Carolina",50.55,49.53
county,37089,"Henderson County, North Carolina",51.55,48.82
county,37091,"Hertford County, North Carolina",59.54,64.66
county,37093,"Hoke County, North Carolina",52.18,55.48
county,37095,"Hyde County, North Carolina",58.90,59.74
county,37097,"Iredell County, North Carolina",49.04,53.35
county,37099,"Jackson County, North Carolina",52.75,51.60
county,37101,"Johnston County, North Carolina",53.54,50.89
county,37103,"Jones County, North Carolina",51.82,53.65
county,37105,"Lee County, North Carolina",52.13,49.60
county,37107,"Lenoir County, North Carolina",50.75,53.47
county,37109,"Lincoln County, North Carolina",49.24,46.89
county,37111,"McDowell County, North Carolina",47.54,47.01
county,37113,"Macon County, North Carolina",45.54,43.95
county,37115,"Madison County, North Carolina",49.07,47.36
county,37117,"Martin County, North Carolina",50.97,51.49
county,37119,"Mecklenburg County, North Carolina",65.57,61.83
county,37121,"Mitchell County, North Carolina",44.09,40.38
county,37123,"Montgomery County, North Carolina",49.31,47.13
county,37125,"Moore County, North Carolina",50.85,49.26
county,37127,"Nash County, North Carolina",51.84,54.36
county,37129,"New Hanover County, North Carolina",54.52,53.29
county,37131,"Northampton County, North Carolina",50.93,55.27
county,37133,"Onslow County, North Carolina",49.61,49.01
county,37135,"Orange County, North Carolina",64.04,64.79
county,37137,"Pamlico County, North Carolina",45.91,45.47
county,37139,"Pasquotank County, North Carolina",52.66,53.93
county,37141,"Pender County, North Carolina",47.94,47.72
county,37143,"Perquimans County, North Carolina",45.56,45.98
county,37145,"Person County, North Carolina",59.60,43.94
county,37147,"Pitt County, North Carolina",52.97,57.52
county,37149,"Polk County, North Carolina",50.37,49.28
county,37151,"Randolph County, North Carolina",46.92,46.66
county,37153,"Richmond County, North Carolina",47.08,48.09
county,37155,"Robeson County, North Carolina",47.43,55.86
county,37157,"Rockingham County, North Carolina",46.64,46.79
county,37159,"Rowan County, North Carolina",49.21,48.73
county,37161,"Rutherford County, North Carolina",48.32,44.02
county,37163,"Sampson County, North Carolina",47.29,47.85
county,37165,"Scotland County, North Carolina",50.08,55.63
county,37167,"Stanly County, North Carolina",46.36,44.11
county,37169,"Stokes County, North Carolina",46.43,38.63
county,37171,"Surry County, North Carolina",44.50,43.44
county,37173,"Swain County, North Carolina",46.26,47.92
county,37175,"Transylvania County, North Carolina",48.20,48.05
county,37177,"Tyrrell County, North Carolina",49.68,51.91
county,37179,"Union County, North Carolina",53.90,52.00
county,37181,"Vance County, North Carolina",57.11,59.75
county,37183,"Wake County, North Carolina",62.53,61.31
county,37185,"Warren County, North Carolina",51.54,57.53
county,37187,"Washington County, North Carolina",51.60,56.76
county,37189,"Watauga County, North Carolina",54.63,52.75
county,37191,"Wayne County, North Carolina",50.47,51.34
county,37193,"Wilkes County, North Carolina",42.79,41.25
county,37195,"Wilson County, North Carolina",53.61,57.85
county,37197,"Yadkin County, North Carolina",44.50,41.53
county,37199,"Yancey County, North Carolina",49.17,45.73
county,38001,"Adams County, North Dakota",46.66,41.09
county,38003,"Barnes County, North Dakota",43.77,39.42
county,38005,"Benson County, North Dakota",47.54,44.59
county,38007,"Billings County, North Dakota",50.85,42.34
county,38009,"Bottineau County, North Dakota",44.59,39.20
county,38011,"Bowman County, North Dakota",43.84,38.02
county,38013,"Burke County, North Dakota",48.32,35.95
county,38015,"Burleigh County, North Dakota",42.32,36.90
county,38017,"Cass County, North Dakota",52.82,46.92
county,38019,"Cavalier County, North Dakota",42.77,37.90
county,38021,"Dickey County, North Dakota",45.71,40.84
county,38023,"Divide County, North Dakota",51.96,31.91
county,38025,"Dunn County, North Dakota",46.98,40.73
county,38027,"Eddy County, North Dakota",46.31,42.46
county,38029,"Emmons County, North Dakota",45.33,38.32
county,38031,"Foster County, North Dakota",41.81,36.45
county,38033,"Golden Valley County, North Dakota",39.38,34.63
county,38035,"Grand Forks County, North Dakota",48.80,41.89
county,38037,"Grant County, North Dakota",47.65,41.58
county,38039,"Griggs County, North Dakota",45.93,40.75
county,38041,"Hettinger County, North Dakota",42.70,37.13
county,38043,"Kidder County, North Dakota",47.91,40.94
county,38045,"Lamoure County, North Dakota",45.41,40.55
county,38047,"Logan County, North Dakota",48.23,41.01
county,38049,"McHenry County, North Dakota",44.38,38.79
county,38051,"McIntosh County, North Dakota",43.26,38.77
county,38053,"McKenzie County, North Dakota",46.63,40.03
county,38055,"McLean County, North Dakota",53.16,32.86
county,38057,"Mercer County, North Dakota",49.19,28.99
county,38059,"Morton County, North Dakota",45.88,38.42
county,38061,"Mountrail County, North Dakota",44.51,42.71
county,38063,"Nelson County, North Dakota",47.99,43.82
county,38065,"Oliver County, North Dakota",54.24,31.93
county,38067,"Pembina County, North Dakota",44.34,38.85
county,38069,"Pierce County, North Dakota",41.37,37.07
county,38071,"Ramsey County, North Dakota",42.95,38.53
county,38073,"Ransom County, North Dakota",46.74,42.53
county,38075,"Renville County, North Dakota",44.17,35.16
county,38077,"Richland County, North Dakota",51.04,44.22
county,38079,"Rolette County, North Dakota",49.52,49.61
county,38081,"Sargent County, North Dakota",48.51,43.89
county,38083,"Sheridan County, North Dakota",46.37,40.05
county,38085,"Sioux County, North Dakota",52.00,52.93
county,38087,"Slope County, North Dakota",47.70,40.99
county,38089,"Stark County, North Dakota",41.35,37.42
county,38091,"Steele County, North Dakota",45.97,41.71
county,38093,"Stutsman County, North Dakota",42.25,36.68
county,38095,"Towner County, North Dakota",44.35,40.70
county,38097,"Traill County, North Dakota",44.28,39.67
county,38099,"Walsh County, North Dakota",42.11,38.24
county,38101,"Ward County, North Dakota",41.33,38.25
county,38103,"Wells County, North Dakota",48.41,42.12
county,38105,"Williams County, North Dakota",41.65,36.67
county,39001,"Adams County, Ohio",53.80,34.48
county,39003,"Allen County, Ohio",45.38,42.15
county,39005,"Ashland County, Ohio",47.29,39.80
county,39007,"Ashtabula County, Ohio",48.12,44.98
county,39009,"Athens County, Ohio",55.74,52.70
county,39011,"Auglaize County, Ohio",44.32,38.29
